Gene = Copb1
Position 2852: 1.7449222084978034e-05
Position 38826: 1.741436861143047e-05
Position 22113: 1.7081563722141776e-05
Position 22315: 1.4481761410634476e-05
Position 23266: 1.4352325141124318e-05
Position 25454: 1.4301064522682582e-05
Position 305: 1.322330258084649e-05
Position 16501: 1.3185338710011525e-05
Position 23339: 1.3009251769149554e-05
Position 23838: 1.2130523036348238e-05
Position 22488: 1.1863800924994192e-05
Position 36063: 1.1009885397099918e-05
Position 16437: 1.0940452674668297e-05
Position 17552: 1.0649635412808691e-05
Position 36001: 1.0211812571896186e-05
Position 38204: 9.52063697160751e-06
Position 2244: 9.371241913359491e-06
Position 1097: 8.940769171637262e-06
Position 23217: 8.889555104010637e-06
Position 12027: 8.884637981980364e-06
Position 504: 8.84415965626579e-06
Position 18058: 8.239338005935722e-06
Position 14135: 7.847484735367291e-06
Position 22507: 6.489414653737303e-06
Position 17637: 6.429298827030925e-06
Position 16584: 6.310798013487227e-06
Position 1318: 6.2359011770045725e-06
Position 21760: 6.063371858603277e-06
Position 38967: 6.030505212954772e-06
Position 36753: 5.658737099715545e-06
Position 6564: 5.128958039977389e-06
Position 12623: 4.512818088517616e-06
Position 14363: 4.47874501154301e-06
Position 12423: 4.3710888754023906e-06
Position 23201: 4.339936039072573e-06
Position 37986: 4.241812566374017e-06
Position 19527: 4.175909068867765e-06
Position 6115: 3.903861003060814e-06
Position 585: 3.489168041249963e-06
Position 550: 3.465330804365843e-06
Position 7650: 3.3570766002163935e-06
Position 6004: 3.0594751520580524e-06
Position 16466: 2.970343404779135e-06
Position 6561: 2.8657642543833225e-06
Position 23174: 2.4222924852951976e-06
Position 11563: 2.3080368956055183e-06
Position 525: 2.221246403793572e-06
Position 25221: 2.177380504307749e-06
Position 33017: 2.136163266282865e-06
Position 597: 2.0954015958740976e-06
Position 24228: 2.0762772454862933e-06
Position 7622: 1.9642035412735326e-06
Position 3137: 1.9141079382482817e-06
Position 16517: 1.875458231358832e-06
Position 225: 1.8258718819143737e-06
Position 16508: 1.771283040750246e-06
Position 33431: 1.7316435044313716e-06
Position 10299: 1.6421682307427813e-06
Position 16388: 1.4822552713654452e-06
Position 10741: 1.4820689988972495e-06
Position 15844: 1.3967981935989836e-06
Position 2171: 1.2275566453574836e-06
Position 22806: 1.2145696797476732e-06
Position 609: 1.1362176712148157e-06
Position 157: 1.1160298117338245e-06
Position 18601: 9.77527852319525e-07
Position 1574: 7.805459769343273e-07
Position 9435: 7.602055164807574e-07
Position 31225: 7.044563393123464e-07
Position 6112: 6.629877099275357e-07
Position 885: 6.071893123095439e-07
Position 126: 5.997648357254646e-07
Position 16488: 4.893549642492687e-07
Position 10647: 4.696860331112652e-07
Position 8915: 4.3957611803490726e-07
Position 8203: 4.118295230702923e-07
Position 19122: 3.952708526163649e-07
Position 3524: 3.890201114930998e-07
Position 16361: 3.877809857085966e-07
Position 19159: 2.9720974401015314e-07
Position 6282: 2.7370491793169296e-07
Position 105: 2.7005656492542103e-07
Position 37815: 2.6886432529104714e-07
Position 35413: 2.147957495881302e-07
Position 37955: 2.0084395597198216e-07
Position 1643: 1.946228978659662e-07
Position 15977: 1.9053304802720984e-07
Position 5930: 1.6716452278594918e-07
Position 22447: 1.6692468065810217e-07
Position 15867: 1.6129571203563082e-07
Position 18937: 1.400266501842756e-07
Position 31751: 1.1842713756662327e-07
Position 9448: 1.1520446048974665e-07
Position 8152: 1.0027666587718071e-07
Position 1323: 9.652259358032327e-08
Position 14331: 8.093978819661472e-08
Position 14229: 8.036703315077977e-08
Position 19805: 4.89329537952741e-08
Position 20028: 4.1184837691787424e-08
Position 21888: 3.021876511279994e-08
Position 37918: 2.935016935088275e-08
Position 22378: 2.130514671253249e-08
Position 176: 1.4170261029982865e-08
Position 8895: 6.738868732378227e-09
Position 23535: 2.3598724206589003e-09
Position 37890: 7.559878511533326e-10
Position 37822: 7.370470645845292e-10
Position 866: 4.495534307203551e-10
Position 614: 3.110339326412565e-10
Position 161: 5.77301999842888e-11
Position 101: 1.173115192416708e-11
Position 109: 3.4835199669421575e-12
