Gene = tweek
Position 3892: 0.001092305743071528
Position 8040: 0.0009701657475743313
Position 10547: 0.0009597251419885157
Position 10591: 0.0009118735870043015
Position 9275: 0.0008775503489686391
Position 17023: 0.0008752624146059643
Position 18634: 0.0008715567715904362
Position 18630: 0.0008539365707488141
Position 19025: 0.0008326381334285437
Position 27224: 0.0008186853452574949
Position 18158: 0.0008078479863066659
Position 6880: 0.0007587460027856999
Position 284: 0.0007473078447736056
Position 7264: 0.0007464085044443781
Position 18749: 0.0007361086656469849
Position 9689: 0.0007281019134532359
Position 19684: 0.0007001598892427014
Position 9362: 0.0006992459870892653
Position 3369: 0.0006854439823062096
Position 23067: 0.000684081963760673
Position 4072: 0.0006798784308487625
Position 22362: 0.0006788259215783398
Position 8471: 0.0006716692484965469
Position 22427: 0.000669732670156059
Position 16752: 0.0006607904444606096
Position 19957: 0.0006329521066342347
Position 13469: 0.000630083819638603
Position 7805: 0.0006295013604316131
Position 1964: 0.0006230813685236244
Position 22142: 0.0006095737760934488
Position 18775: 0.0006042236367898873
Position 4261: 0.0005794035000746913
Position 17950: 0.0005641731109873815
Position 7575: 0.0005633486438200101
Position 20379: 0.000549808800775539
Position 507: 0.0005469462525382106
Position 2773: 0.0005453089426980791
Position 8675: 0.000542767918443582
Position 18730: 0.0005373215890459671
Position 20108: 0.0005371521523715702
Position 22391: 0.0005269073546191062
Position 6815: 0.000485708748388745
Position 7845: 0.00048557348769214865
Position 15748: 0.0004797338505064299
Position 18808: 0.0004777876422562073
Position 11547: 0.0004680060745051412
Position 11599: 0.00046688356730513323
Position 18459: 0.00046225349423422915
Position 23923: 0.000442866813306539
Position 3084: 0.00044130822685542513
Position 7964: 0.00042783129019903417
Position 16737: 0.00042589967961347784
Position 2222: 0.00041411402322667323
Position 17067: 0.00041104167561338345
Position 13676: 0.00039912283245186256
Position 22742: 0.00039349268394292156
Position 4020: 0.0003934539555021399
Position 17481: 0.00039137928372934896
Position 423: 0.0003913069726021322
Position 4255: 0.00038610238158426634
Position 20654: 0.0003860965249670476
Position 17355: 0.00037285899484574317
Position 9643: 0.00036492263884395083
Position 7979: 0.0003630409291080697
Position 2880: 0.00035657235251950197
Position 3721: 0.00034699109617317375
Position 6909: 0.0003350982412844669
Position 4300: 0.00033503495098841026
Position 7572: 0.0003303788394585473
Position 28199: 0.00032606711918968
Position 17279: 0.00032299296231640535
Position 16599: 0.0003212943618771702
Position 1788: 0.0003158875636352292
Position 780: 0.000306954609569591
Position 9909: 0.0002996675067899052
Position 8918: 0.00029062217276026484
Position 1283: 0.0002894228474286725
Position 19065: 0.00028597930933602474
Position 23463: 0.00028413384663767696
Position 453: 0.0002779443942182106
Position 22803: 0.00027437605339160977
Position 22265: 0.00027260189795365444
Position 15791: 0.0002679081500286504
Position 20607: 0.00026501592574981655
Position 8634: 0.00026414080697405984
Position 7111: 0.0002563846167694629
Position 19715: 0.00025525780830739964
Position 11145: 0.00025159040502358167
Position 3060: 0.00024437979576327025
Position 11566: 0.0002418906065311191
Position 1364: 0.0002293174659681263
Position 17282: 0.0002281108531235752
Position 28294: 0.00022452583511717978
Position 19075: 0.00022383471170462607
Position 7551: 0.0002198382390616974
Position 22067: 0.0002111363354710657
Position 18130: 0.0002107225309026211
Position 23635: 0.00021059122093960156
Position 27402: 0.0002083413217126402
Position 25474: 0.00020704287861990318
Position 20549: 0.00020468946130098407
Position 19084: 0.00020270289348133118
Position 2040: 0.00019924239720848382
Position 18842: 0.00019511645173747553
Position 450: 0.00018828883270535478
Position 22686: 0.00018443468263762026
Position 28210: 0.00018367495788063111
Position 23680: 0.00017962720292848483
Position 6835: 0.0001792356757766631
Position 16035: 0.00017900618020779414
Position 7481: 0.00017721773490720163
Position 18270: 0.00017663210109064613
Position 888: 0.00017322059090214161
Position 19551: 0.00017244848878076184
Position 15387: 0.00017133610790501203
Position 1253: 0.00017065220263822137
Position 7773: 0.00017063180438406915
Position 27890: 0.00016925011543175714
Position 417: 0.00016880998558366602
Position 17222: 0.0001678625412940647
Position 2259: 0.00016515948904070475
Position 13309: 0.00016122616165430175
Position 2131: 0.00016077800237437973
Position 2409: 0.00016064790660640937
Position 1066: 0.0001606105281576677
Position 17597: 0.0001555860406659531
Position 17393: 0.00015523283081849586
Position 7458: 0.0001540985014354819
Position 1810: 0.00014788018950087777
Position 23762: 0.00014643925051286463
Position 1859: 0.00014609716776892788
Position 13276: 0.00014476582889906369
Position 15534: 0.0001416479914083092
Position 10499: 0.00013917681379558333
Position 9105: 0.00013828700204876715
Position 7955: 0.00013758996288131976
Position 1276: 0.00013729613717232994
Position 20949: 0.0001369159167083422
Position 9390: 0.00013146249100611808
Position 573: 0.00013031889355790628
Position 15269: 0.00012963411882791634
Position 3809: 0.0001292234812425621
Position 17601: 0.00012748060550592352
Position 1392: 0.000126816621667696
Position 17797: 0.00012535902786617098
Position 18524: 0.0001230529787741214
Position 23873: 0.00011728935946117069
Position 19468: 0.0001123627432761111
Position 14449: 0.00010852364832987026
Position 17632: 0.00010434242434643645
Position 27397: 0.0001037546866363839
Position 2792: 0.00010363603387595901
Position 25276: 0.00010292902557533877
Position 20934: 9.927434159598769e-05
Position 23507: 9.921421966835851e-05
Position 15986: 9.882274093748272e-05
Position 18563: 9.7395377628273e-05
Position 570: 9.73888909610731e-05
Position 18297: 9.672054285015885e-05
Position 18375: 9.157365957470623e-05
Position 22394: 8.618704334525227e-05
Position 2556: 8.517880060806059e-05
Position 23466: 8.512462801486036e-05
Position 27181: 8.079452453138214e-05
Position 16484: 8.049215314841184e-05
Position 6999: 8.010134203490686e-05
Position 10430: 7.914917563096172e-05
Position 23897: 7.793525762563725e-05
Position 22305: 7.289195807813093e-05
Position 27516: 7.287757086626317e-05
Position 20355: 7.109795782830193e-05
Position 2076: 7.071424649982874e-05
Position 15234: 6.902356813541504e-05
Position 7073: 6.867152837615187e-05
Position 7306: 6.853980471900683e-05
Position 4267: 6.81909632686152e-05
Position 15350: 6.0094037428103325e-05
Position 14948: 5.7955826347766476e-05
Position 2741: 5.650814118623614e-05
Position 15827: 5.5452082222337104e-05
Position 3978: 5.5273646897251286e-05
Position 28168: 5.480650471869156e-05
Position 4165: 5.2721903905690876e-05
Position 6848: 5.2579861898237235e-05
Position 23555: 5.23142831142996e-05
Position 4089: 5.229689918085404e-05
Position 420: 4.751258362324848e-05
Position 2406: 4.7209398579140106e-05
Position 24028: 4.6034194803284635e-05
Position 17187: 4.241880463045595e-05
Position 15281: 3.876737720762961e-05
Position 8325: 3.6501211665073206e-05
Position 27211: 3.531084998187722e-05
Position 23604: 3.497586894756318e-05
Position 1549: 3.357544635092167e-05
Position 12666: 3.3500256987715174e-05
Position 7114: 3.31907640418953e-05
Position 27924: 3.266518159405325e-05
Position 27604: 3.0422115428544884e-05
Position 14750: 2.9921137818584328e-05
Position 18319: 2.9710539728188858e-05
Position 17468: 2.9040269663903688e-05
Position 17762: 2.8047522661993113e-05
Position 17134: 2.7660559303772597e-05
Position 14953: 2.6664577553723763e-05
Position 27610: 2.62990542444568e-05
Position 19305: 2.5601193817234764e-05
Position 18606: 2.509557984323109e-05
Position 2583: 2.4574056685257693e-05
Position 19183: 2.4252018384827265e-05
Position 8362: 2.368829165264313e-05
Position 273: 2.350569633353449e-05
Position 2166: 2.303724446450864e-05
Position 10795: 2.230627191598364e-05
Position 1853: 2.203963141026283e-05
Position 15830: 2.1887882589877666e-05
Position 17381: 2.1821025113024294e-05
Position 9146: 2.147121891272583e-05
Position 7205: 2.1065945307055258e-05
Position 17959: 1.9135831797183695e-05
Position 17923: 1.736483967450899e-05
Position 18265: 1.7016876141099e-05
Position 17328: 1.688543870848499e-05
Position 18899: 1.6723500238795718e-05
Position 6760: 1.566308550379318e-05
Position 27207: 1.5618372050667206e-05
Position 1833: 1.480935152702584e-05
Position 17312: 1.4755217004418041e-05
Position 1619: 1.4642355739642445e-05
Position 1518: 1.4447898880000927e-05
Position 18586: 1.3899606228760146e-05
Position 27915: 1.3586785833637735e-05
Position 9958: 1.3188798655128208e-05
Position 8770: 1.215011096783373e-05
Position 1300: 1.1908497686708651e-05
Position 7681: 1.1099603474545246e-05
Position 6940: 1.0698236746777888e-05
Position 16847: 1.0368851130497487e-05
Position 9073: 1.0180512772530956e-05
Position 9250: 1.0041300171654237e-05
Position 9102: 9.962074247220467e-06
Position 10766: 9.932956253672186e-06
Position 1039: 9.398508382149622e-06
Position 17368: 9.355231245355847e-06
Position 27450: 9.225494747388417e-06
Position 17249: 9.040151641922062e-06
Position 27522: 8.875932246613509e-06
Position 4045: 8.267382047483704e-06
Position 8081: 8.138475680155724e-06
Position 18592: 7.933548690849056e-06
Position 6667: 7.2151220875668725e-06
Position 17144: 6.44121135849452e-06
Position 27214: 6.284526850609033e-06
Position 17861: 5.95992475114556e-06
Position 7211: 5.924848239802835e-06
Position 7338: 5.896303503136901e-06
Position 6927: 5.688889763720749e-06
Position 27562: 5.347663804637902e-06
Position 23900: 5.119679103412572e-06
Position 1122: 4.770358062533801e-06
Position 19051: 4.576557990867849e-06
Position 17252: 3.972197498297232e-06
Position 23238: 3.904384790734172e-06
Position 7286: 3.8525475400951955e-06
Position 1613: 3.785770919558002e-06
Position 17189: 3.64025008983211e-06
Position 8757: 3.3686961003670713e-06
Position 28508: 3.3578484185130156e-06
Position 23682: 3.290622450513564e-06
Position 24129: 3.251679209108686e-06
Position 4076: 3.0482575848309664e-06
Position 3672: 2.8616671601425962e-06
Position 19204: 2.8125859575655196e-06
Position 16203: 2.78991060314904e-06
Position 17977: 2.3871587049667262e-06
Position 7488: 2.2728113649992933e-06
Position 27640: 1.973072162970081e-06
Position 19030: 1.909926733692978e-06
Position 17822: 1.8338191482139098e-06
Position 868: 1.8151675855335463e-06
Position 1175: 1.7580925844201378e-06
Position 917: 1.5740704854218996e-06
Position 19258: 1.5121372750223925e-06
Position 6948: 1.4878327376883481e-06
Position 1242: 1.4388154993093757e-06
Position 25827: 1.285502706707843e-06
Position 18354: 1.2649241330185932e-06
Position 6967: 1.2084744410309037e-06
Position 23759: 1.1620233786776975e-06
Position 7616: 1.1560442026858253e-06
Position 1131: 1.1469966927606117e-06
Position 19614: 1.1004966567042215e-06
Position 18478: 1.060875292165396e-06
Position 19045: 1.0363149056156442e-06
Position 17965: 1.0204602947294779e-06
Position 15993: 1.0018937112161004e-06
Position 19090: 9.389633215805778e-07
Position 3766: 9.078650446565186e-07
Position 9967: 9.011549758506527e-07
Position 3693: 8.879459540939445e-07
Position 7613: 8.676467161182806e-07
Position 14888: 7.399157880497139e-07
Position 787: 7.32207558295573e-07
Position 504: 7.147752502815557e-07
Position 7696: 6.935532380618348e-07
Position 806: 6.45188342008686e-07
Position 1078: 6.301168888800289e-07
Position 7633: 6.223456130006467e-07
Position 24861: 5.556824927108558e-07
Position 313: 5.546077107223672e-07
Position 19095: 5.239871044072036e-07
Position 20554: 5.025072251826702e-07
Position 16386: 4.6336812786983357e-07
Position 25207: 4.256816168667323e-07
Position 3743: 4.066988458522425e-07
Position 7541: 3.281709305203403e-07
Position 7291: 3.0386090389715407e-07
Position 19698: 2.804303275648233e-07
Position 463: 2.7834468877746243e-07
Position 289: 2.7549810180479654e-07
Position 7016: 2.727646386393103e-07
Position 6951: 2.559541036240287e-07
Position 147: 2.0021062522107338e-07
Position 23387: 1.9780656469997736e-07
Position 7512: 1.808577042259194e-07
Position 7852: 1.7926229204528048e-07
Position 16092: 1.6732121424335265e-07
Position 18018: 1.428302948236344e-07
Position 550: 1.281119137938071e-07
Position 17825: 1.171619699767535e-07
Position 23313: 1.06865711188865e-07
Position 16041: 1.040746493816472e-07
Position 7553: 1.0085283200050427e-07
Position 372: 9.788510803727817e-08
Position 79: 7.365099239826187e-08
Position 18008: 7.360742529058426e-08
Position 7807: 7.349939233834159e-08
Position 19782: 7.221957935021025e-08
Position 589: 6.266873561747997e-08
Position 27321: 6.029518570212359e-08
Position 20418: 4.851619902154818e-08
Position 784: 4.848070558231698e-08
Position 652: 3.8172196593668554e-08
Position 7624: 3.5720882485388076e-08
Position 541: 2.760395869893439e-08
Position 1135: 2.5394559414261426e-08
Position 27327: 2.2517523449651513e-08
Position 432: 2.1617027633852214e-08
Position 103: 2.0345406596133515e-08
Position 171: 1.7979857752856264e-08
Position 198: 1.4085192898716881e-08
Position 384: 8.438829018378203e-09
Position 16047: 7.0518073994886004e-09
Position 27324: 6.548152701963957e-09
Position 123: 6.173440817117478e-09
Position 518: 6.010525912864142e-09
Position 222: 5.484834055518803e-09
Position 679: 2.7516391228458066e-09
Position 15999: 2.107258812935324e-09
Position 151: 1.8420454143690136e-09
Position 533: 1.579503688617039e-09
Position 83: 1.1910085456411841e-09
Position 27661: 1.0093895814927353e-09
Position 18207: 3.765786386416569e-10
Position 528: 3.312173538989871e-10
Position 23252: 2.985703138407133e-10
Position 27607: 1.317157420056049e-10
Position 414: 4.576768566248357e-12
Position 168: 1.7787680896107103e-12
